	Valor1	Valor2
501	0.27574	0.20350
502	0.21808	0.51756
503	0.26490	0.41894
504	0.25078	0.47945
505	0.30470	0.45335
506	0.22906	0.24676
507	0.22102	0.40202
508	0.29777	0.42363
509	0.25071	0.28754
510	0.27784	0.24638
511	0.24668	0.31428
512	0.20017	0.19287
513	0.24730	0.31494
514	0.20273	0.25082
515	0.23988	0.28974
516	0.16309	0.21097
517	0.26656	0.30146
518	0.28237	0.51684
519	0.24890	0.27091
520	0.21998	0.37731
521	0.21811	0.47954
522	0.22466	0.30504
523	0.22876	0.44126
524	0.25260	0.30075
525	0.25116	0.45327
526	0.20413	0.22799
527	0.23474	0.28263
528	0.21707	0.32835
529	0.24563	0.25500
530	0.21805	0.19714
531	0.21872	0.32053
532	0.22048	0.29753
533	0.26760	0.30401
534	0.38050	0.45334
535	0.22688	0.64445
536	0.32187	0.53907
537	0.24854	0.31923
538	0.21337	0.34325
539	0.23021	0.23532
540	0.26656	0.30856
541	0.24014	0.40091
542	0.25522	0.25123
543	0.27972	0.40851
544	0.23300	0.52603
545	0.24455	0.31987
546	0.22764	0.36776
547	0.27883	0.46276
548	0.20629	0.32064
549	0.23510	0.45157
550	0.23398	0.27000
551	0.18593	0.16579
552	0.24356	0.38660
553	0.26174	0.32846
554	0.25684	0.53663
555	0.28953	0.22534
556	0.20103	0.43712
557	0.22226	0.36309
558	0.24166	0.34228
559	0.26154	0.48395
560	0.26563	0.50375
561	0.30195	0.31529
562	0.24332	0.43136
563	0.25544	0.36052
564	0.22925	0.31804
565	0.22108	0.32276
566	0.23075	0.33936
567	0.23853	0.31751
568	0.23645	0.23059
569	0.21859	0.33759
570	0.26163	0.38461
571	0.24360	0.21385
572	0.21826	0.34211
573	0.38116	0.45084
574	0.21067	0.48818
575	0.30218	0.32230
576	0.26286	0.35643
577	0.25007	0.44451
578	0.27897	0.55468
579	0.28844	0.44719
580	0.23085	0.55288
581	0.26782	0.37945
582	0.21286	0.25938
583	0.23608	0.31007
584	0.32959	0.49051
585	0.22881	0.40734
586	0.26253	0.48430
587	0.18981	0.37098
588	0.24301	0.20670
589	0.23636	0.40918
590	0.25000	0.25428
591	0.21756	0.54947
592	0.26098	0.29858
593	0.19715	0.25224
594	0.30552	0.24221
595	0.21655	0.24813
596	0.24465	0.49168
597	0.25938	0.42148
598	0.21622	0.27226
599	0.26641	0.29631
600	0.26664	0.43637
601	0.24639	0.32168
602	0.25748	0.43486
603	0.28895	0.40536
604	0.26198	0.27168
605	0.34832	0.49620
606	0.23696	0.25924
607	0.22000	0.57240
608	0.21516	0.45609
609	0.27258	0.32747
610	0.21805	0.24797
611	0.27583	0.58421
612	0.21788	0.29054
613	0.33162	0.36652
614	0.22912	0.32413
615	0.23867	0.45222
616	0.20229	0.27453
617	0.25992	0.22125
618	0.23896	0.24663
619	0.13027	0.13130
620	0.18458	0.18067
621	0.33076	0.39739
622	0.26071	0.40774
623	0.26435	0.27672
624	0.23186	0.25922
625	0.31916	0.48568
626	0.24742	0.26752
627	0.27061	0.26818
628	0.31424	0.38549
629	0.20576	0.40843
630	0.28638	0.40203
631	0.30886	0.47604
632	0.24921	0.31453
633	0.21163	0.25980
634	0.21969	0.21347
635	0.25192	0.52452
636	0.27617	0.38066
637	0.23479	0.35296
638	0.21359	0.25495
639	0.32836	0.23503
640	0.20172	0.28056
641	0.24977	0.35886
642	0.35001	0.41544
643	0.25480	0.35270
644	0.25495	0.45018
645	0.30508	0.30605
646	0.26480	0.26161
647	0.25590	0.43036
648	0.29064	0.43213
649	0.22137	0.25263
650	0.23258	0.53244
651	0.20159	0.19681
652	0.25263	0.44883
653	0.32745	0.60578
654	0.23662	0.33817
655	0.25674	0.26780
656	0.23062	0.27177
657	0.26830	0.30944
658	0.31559	0.36817
659	0.26184	0.24774
660	0.23202	0.30840
661	0.24529	0.32003
662	0.17735	0.23623
663	0.28564	0.36906
664	0.23776	0.52091
665	0.22236	0.33277
666	0.27711	0.33791
667	0.25494	0.52178
668	0.24706	0.39000
669	0.25812	0.28108
670	0.22091	0.47756
671	0.22903	0.27117
672	0.19136	0.17554
673	0.22934	0.33413
674	0.22861	0.30505
675	0.20219	0.35430
676	0.23630	0.31913
677	0.27353	0.31687
678	0.26864	0.34495
679	0.26075	0.40510
680	0.25602	0.27315
681	0.22289	0.48020
682	0.21690	0.26096
683	0.20571	0.24692
684	0.20408	0.46280
685	0.13556	0.21144
686	0.25317	0.21409
687	0.22159	0.33320
688	0.27127	0.33163
689	0.27744	0.37243
690	0.22963	0.45633
691	0.30677	0.43419
692	0.18793	0.28993
693	0.22343	0.44931
694	0.27536	0.30280
695	0.22896	0.43908
696	0.27111	0.41872
697	0.22077	0.45354
698	0.19080	0.25432
699	0.19689	0.44122
700	0.24540	0.29240
701	0.24927	0.40933
702	0.34424	0.44092
703	0.27004	0.20174
704	0.26480	0.34828
705	0.24322	0.33268
706	0.27092	0.30844
707	0.21852	0.33638
708	0.29758	0.35205
709	0.31670	0.41881
710	0.21837	0.21345
711	0.21671	0.33098
712	0.25540	0.27493
713	0.31914	0.43174
714	0.24811	0.32649
715	0.25046	0.23591
716	0.20643	0.23166
717	0.24856	0.57306
718	0.27343	0.23438
719	0.25771	0.55039
720	0.25283	0.40084
721	0.20838	0.31028
722	0.21749	0.22223
723	0.22212	0.32883
724	0.24386	0.39211
725	0.41468	0.63384
726	0.25528	0.36908
727	0.25083	0.26945
728	0.27080	0.34601
729	0.25867	0.35609
730	0.27397	0.39099
731	0.27995	0.26268
732	0.39535	0.53648
733	0.27113	0.45808
734	0.24086	0.30799
735	0.20957	0.45206
736	0.16795	0.16290
737	0.23761	0.26105
738	0.25015	0.32212
739	0.22556	0.33306
740	0.25159	0.19374
741	0.23061	0.24441
742	0.26982	0.23582
743	0.21049	0.35005
744	0.32635	0.29741
745	0.26451	0.24177
746	0.28260	0.27739
747	0.15160	0.15942
748	0.20813	0.31344
749	0.24765	0.31424
750	0.23870	0.33310
751	0.25910	0.39563
752	0.21832	0.24978
753	0.25462	0.22260
754	0.20122	0.36212
755	0.26068	0.30629
756	0.25885	0.44828
757	0.19802	0.35971
758	0.22660	0.30731
759	0.24880	0.33180
760	0.24971	0.33554
761	0.21498	0.28110
762	0.20654	0.48047
763	0.21844	0.29647
764	0.36213	0.52906
765	0.31244	0.26495
766	0.14900	0.18876
767	0.25638	0.51772
768	0.24605	0.46593
769	0.27440	0.39280
770	0.20927	0.24648
771	0.24260	0.40965
772	0.21331	0.25918
773	0.22017	0.56943
774	0.25912	0.20011
775	0.36282	0.42239
776	0.29977	0.49708
777	0.21534	0.38963
778	0.21090	0.31947
779	0.19804	0.54241
780	0.21525	0.31347
781	0.26425	0.33420
782	0.21060	0.20477
783	0.21439	0.29872
784	0.25672	0.49528
785	0.26201	0.26808
786	0.22912	0.48587
787	0.24348	0.31277
788	0.28409	0.33493
789	0.28240	0.36980
790	0.30138	0.36840
791	0.23779	0.43563
792	0.23674	0.35190
793	0.35524	0.49615
794	0.35420	0.62539
795	0.30753	0.32727
796	0.30049	0.33743
797	0.21730	0.27350
798	0.23386	0.45928
799	0.30533	0.30771
800	0.24141	0.44769
801	0.23952	0.33981
802	0.21968	0.26762
803	0.33240	0.39198
804	0.25705	0.30220
805	0.24105	0.45078
806	0.28562	0.33332
807	0.22429	0.20627
808	0.25602	0.27774
809	0.27150	0.28980
810	0.23903	0.44430
811	0.21544	0.32976
812	0.25820	0.30092
813	0.22917	0.24215
814	0.25608	0.24977
815	0.23086	0.48832
816	0.25620	0.25812
817	0.24185	0.32762
818	0.21617	0.24851
819	0.25892	0.35078
820	0.22248	0.28643
821	0.22126	0.28495
822	0.22898	0.33770
823	0.22861	0.27750
824	0.35166	0.42920
825	0.25775	0.33315
826	0.33810	0.33415
827	0.22367	0.37412
828	0.29989	0.41442
829	0.35757	0.43048
830	0.20605	0.39860
831	0.24849	0.24984
832	0.18327	0.28397
833	0.20926	0.50178
834	0.20412	0.30086
835	0.27859	0.48971
836	0.29837	0.29630
837	0.20995	0.28124
838	0.29341	0.32028
839	0.25115	0.37331
840	0.21284	0.44621
841	0.20365	0.45913
842	0.20686	0.38574
843	0.26868	0.34996
844	0.29999	0.32259
845	0.22607	0.36260
846	0.22730	0.21638
847	0.23403	0.30852
848	0.29585	0.27991
849	0.24663	0.24838
850	0.22912	0.34251
851	0.31464	0.50469
852	0.25203	0.48191
853	0.21274	0.26687
854	0.22634	0.47374
855	0.29599	0.43661
856	0.23425	0.18136
857	0.22471	0.48863
858	0.33501	0.53850
859	0.14696	0.13562
860	0.23487	0.40256
861	0.21788	0.38061
862	0.23868	0.35771
863	0.18613	0.28252
864	0.24883	0.27822
865	0.25381	0.43168
866	0.25885	0.29730
867	0.21683	0.20269
868	0.23461	0.27814
869	0.29825	0.41530
870	0.21719	0.30306
871	0.27138	0.41256
872	0.23704	0.27951
873	0.26283	0.46380
874	0.22128	0.21620
875	0.21881	0.42075
876	0.24260	0.23296
877	0.24958	0.53493
878	0.19978	0.27560
879	0.25883	0.42418
880	0.27359	0.34842
881	0.23616	0.32075
882	0.29914	0.38989
883	0.25332	0.27793
884	0.30947	0.41288
885	0.26059	0.36469
886	0.26399	0.41051
887	0.25239	0.50849
888	0.21119	0.23409
889	0.24751	0.31960
890	0.24605	0.45924
891	0.24836	0.20526
892	0.23542	0.30470
893	0.21954	0.35266
894	0.26040	0.34643
895	0.35993	0.55617
896	0.40058	0.52988
897	0.17342	0.16175
898	0.25983	0.42715
899	0.27270	0.44928
900	0.22891	0.23608
901	0.26216	0.35707
902	0.26031	0.26730
903	0.27304	0.42833
904	0.24943	0.49037
905	0.27445	0.41140
906	0.23801	0.21450
907	0.38864	0.37983
908	0.29504	0.43746
909	0.29093	0.46578
910	0.20244	0.41162
911	0.24601	0.30191
912	0.22505	0.25968
913	0.27384	0.36817
914	0.26451	0.43212
915	0.26089	0.27552
916	0.38323	0.46156
917	0.19822	0.31405
918	0.21904	0.57395
919	0.24886	0.32057
920	0.27189	0.34443
921	0.26557	0.26819
922	0.23258	0.22741
923	0.24168	0.44683
924	0.24732	0.32645
925	0.22754	0.50651
926	0.22419	0.45050
927	0.23663	0.27648
928	0.22799	0.36836
929	0.16267	0.12034
930	0.22611	0.37900
931	0.20852	0.41353
932	0.24473	0.48419
933	0.25685	0.29496
934	0.25531	0.47997
935	0.24535	0.51036
936	0.27015	0.42004
937	0.25268	0.26754
938	0.28669	0.26967
939	0.25014	0.31607
940	0.20371	0.27633
941	0.24970	0.23325
942	0.20395	0.38140
943	0.25071	0.33153
944	0.28515	0.25666
945	0.23302	0.31276
946	0.21081	0.32225
947	0.26235	0.45821
948	0.24659	0.31620
949	0.26626	0.33226
950	0.29602	0.33813
951	0.24334	0.40434
952	0.27523	0.43887
953	0.36022	0.49537
954	0.29913	0.48660
955	0.22650	0.23497
956	0.24671	0.23639
957	0.28382	0.28503
958	0.24047	0.51281
959	0.21620	0.44880
960	0.24573	0.31963
961	0.29815	0.42033
962	0.15493	0.11931
963	0.25202	0.52129
964	0.27502	0.52291
965	0.23080	0.38289
966	0.32578	0.54338
967	0.22979	0.52969
968	0.25019	0.52569
969	0.30168	0.33696
970	0.27897	0.36109
971	0.30289	0.23169
972	0.26795	0.37660
973	0.25741	0.29830
974	0.27222	0.37087
975	0.17827	0.16618
976	0.18126	0.33358
977	0.25602	0.40680
978	0.27834	0.35709
979	0.23559	0.45056
980	0.33100	0.23356
981	0.25866	0.29773
982	0.24185	0.37895
983	0.30163	0.36134
984	0.28589	0.43144
985	0.29797	0.49797
986	0.25201	0.31541
987	0.26188	0.30986
988	0.23928	0.29464
989	0.22781	0.45026
990	0.16327	0.13841
991	0.18640	0.21369
992	0.23495	0.36082
993	0.29008	0.47047
994	0.24363	0.25960
995	0.34030	0.41739
996	0.11780	0.11251
997	0.21229	0.20095
998	0.21740	0.32215
999	0.25777	0.27886
1000	0.22779	0.35483
1001	0.32641	0.40274
1002	0.22433	0.42309
1003	0.21693	0.51137
1004	0.23300	0.29427
1005	0.22953	0.43333
1006	0.28521	0.32962
1007	0.29667	0.24298
1008	0.23397	0.31153
1009	0.23868	0.24079
1010	0.27689	0.35277
1011	0.24979	0.39116
1012	0.27173	0.46214
1013	0.23941	0.28112
1014	0.28264	0.49189
1015	0.26332	0.46130
1016	0.19768	0.41870
1017	0.34598	0.38007
1018	0.20500	0.45622
1019	0.29670	0.31398
1020	0.31230	0.53923
1021	0.26537	0.31943
1022	0.26365	0.38018
1023	0.26174	0.34284
1024	0.24030	0.37636
1025	0.23877	0.42820
1026	0.23512	0.41181
1027	0.35386	0.38790
1028	0.24889	0.48373
1029	0.24667	0.34460
1030	0.25944	0.20725
1031	0.29321	0.42998
1032	0.24063	0.34630
1033	0.25197	0.47947
1034	0.21432	0.37704
1035	0.25804	0.40110
1036	0.21035	0.38474
1037	0.28145	0.31625
1038	0.25260	0.46521
1039	0.24635	0.34859
1040	0.34561	0.36114
1041	0.23968	0.29988
1042	0.44206	0.52581
1043	0.26769	0.28430
1044	0.23726	0.27195
1045	0.21019	0.32025
1046	0.21695	0.30835
1047	0.28252	0.45883
1048	0.22328	0.33819
1049	0.22956	0.48864
1050	0.26295	0.49248
1051	0.24665	0.26625
1052	0.25173	0.23439
1053	0.12870	0.17008
1054	0.26260	0.33782
1055	0.35368	0.46716
1056	0.27899	0.48046
1057	0.19589	0.33905
1058	0.27223	0.40660
1059	0.25153	0.31014
1060	0.24541	0.32891
1061	0.19468	0.45461
1062	0.24836	0.32664
1063	0.26292	0.46393
1064	0.22183	0.35918
1065	0.23474	0.50823
1066	0.23774	0.38317
1067	0.24572	0.30046
1068	0.34606	0.61871
1069	0.25576	0.35059
1070	0.25042	0.35643
1071	0.24245	0.42748
1072	0.29905	0.49590
1073	0.43694	0.42304
1074	0.21018	0.16285
1075	0.25965	0.30548
1076	0.23284	0.50800
1077	0.26119	0.19383
1078	0.26241	0.34365
1079	0.34626	0.43914
1080	0.21361	0.35572
1081	0.27875	0.38752
1082	0.31390	0.38796
1083	0.25073	0.42821
1084	0.24672	0.48363
1085	0.25188	0.29021
1086	0.24941	0.28194
1087	0.37372	0.39791
1088	0.21674	0.50709
1089	0.24595	0.20826
1090	0.22924	0.25733
1091	0.22807	0.25636
1092	0.26215	0.28464
1093	0.34601	0.33418
1094	0.23053	0.40849
1095	0.31327	0.21993
1096	0.22503	0.37048
1097	0.28652	0.43153
1098	0.28237	0.31361
1099	0.18614	0.22270
1100	0.24731	0.31633
1101	0.22788	0.25223
1102	0.21917	0.39017
1103	0.26066	0.31405
1104	0.20023	0.36236
1105	0.22576	0.39451
1106	0.22131	0.54045
1107	0.32051	0.25042
1108	0.34055	0.45240
1109	0.33516	0.39840
1110	0.23093	0.47574
1111	0.24570	0.49129
1112	0.22505	0.23778
1113	0.29340	0.26876
1114	0.22274	0.31534
1115	0.22532	0.26787
1116	0.27468	0.27757
1117	0.20390	0.53001
1118	0.25349	0.26783
1119	0.23403	0.35076
1120	0.21659	0.22763
1121	0.28790	0.22973
1122	0.18853	0.23101
1123	0.22932	0.21828
1124	0.23886	0.31355
1125	0.22705	0.45569
1126	0.26302	0.28504
1127	0.23108	0.33321
1128	0.27326	0.23626
1129	0.31377	0.33753
1130	0.32542	0.35647
1131	0.39464	0.48318
1132	0.28149	0.57704
1133	0.29624	0.39526
1134	0.27846	0.28962
1135	0.24382	0.41023
1136	0.21169	0.20252
1137	0.24652	0.46464
1138	0.25306	0.29465
1139	0.20280	0.37528
1140	0.38454	0.47771
1141	0.26906	0.22210
1142	0.32126	0.50058
1143	0.27531	0.47530
1144	0.32919	0.31803
1145	0.23881	0.42567
1146	0.24983	0.27532
1147	0.23912	0.24755
1148	0.22571	0.27198
1149	0.24590	0.41875
1150	0.24955	0.39483
1151	0.36263	0.54764
1152	0.27325	0.36659
